Entries= 50527, Total sum= 24000,,,,,,,,,,,
 fSumw[391]=13, x=31240,1]=13,=13,13,,,,,,,392,13
 fSumw[392]=20, x=31320,2]=20,=20,20,,,,,,,393,20
 fSumw[393]=11, x=31400,3]=11,=11,11,,,,,,,394,11
 fSumw[394]=17, x=31480,4]=17,=17,17,,,,,,,395,17
 fSumw[395]=18, x=31560,5]=18,=18,18,,,,,,,396,18
 fSumw[396]=17, x=31640,6]=17,=17,17,,,,,,,397,17
 fSumw[397]=11, x=31720,7]=11,=11,11,,,,,,,398,11
 fSumw[398]=22, x=31800,8]=22,=22,22,,,,,,,399,22
 fSumw[399]=14, x=31880,9]=14,=14,14,,,,,,,400,14
 fSumw[400]=15, x=31960,0]=15,=15,15,,,,,,,401,15
 fSumw[401]=14, x=32040,1]=14,=14,14,,,,,,,402,14
 fSumw[402]=22, x=32120,2]=22,=22,22,,,,,,,403,22
 fSumw[403]=15, x=32200,3]=15,=15,15,,,,,,,404,15
 fSumw[404]=13, x=32280,4]=13,=13,13,,,,,,,405,13
 fSumw[405]=26, x=32360,5]=26,=26,26,,,,,,,406,26
 fSumw[406]=27, x=32440,6]=27,=27,27,,,,,,,407,27
 fSumw[407]=23, x=32520,7]=23,=23,23,,,,,,,408,23
 fSumw[408]=21, x=32600,8]=21,=21,21,,,,,,,409,21
 fSumw[409]=27, x=32680,9]=27,=27,27,,,,,,,410,27
 fSumw[410]=11, x=32760,0]=11,=11,11,,,,,,,411,11
 fSumw[411]=18, x=32840,1]=18,=18,18,,,,,,,412,18
 fSumw[412]=20, x=32920,2]=20,=20,20,,,,,,,413,20
 fSumw[413]=13, x=33000,3]=13,=13,13,,,,,,,414,13
 fSumw[414]=11, x=33080,4]=11,=11,11,,,,,,,415,11
 fSumw[415]=12, x=33160,5]=12,=12,12,,,,,,,416,12
 fSumw[416]=15, x=33240,6]=15,=15,15,,,,,,,417,15
 fSumw[417]=24, x=33320,7]=24,=24,24,,,,,,,418,24
 fSumw[418]=14, x=33400,8]=14,=14,14,,,,,,,419,14
 fSumw[419]=15, x=33480,9]=15,=15,15,,,,,,,420,15
 fSumw[420]=20, x=33560,0]=20,=20,20,,,,,,,421,20
 fSumw[421]=18, x=33640,1]=18,=18,18,,,,,,,422,18
 fSumw[422]=14, x=33720,2]=14,=14,14,,,,,,,423,14
 fSumw[423]=19, x=33800,3]=19,=19,19,,,,,,,424,19
 fSumw[424]=18, x=33880,4]=18,=18,18,,,,,,,425,18
 fSumw[425]=13, x=33960,5]=13,=13,13,,,,,,,426,13
 fSumw[426]=23, x=34040,6]=23,=23,23,,,,,,,427,23
 fSumw[427]=18, x=34120,7]=18,=18,18,,,,,,,428,18
 fSumw[428]=21, x=34200,8]=21,=21,21,,,,,,,429,21
 fSumw[429]=9, x=34280,9]=9,=9,9,,,,,,,430,9
 fSumw[430]=14, x=34360,0]=14,=14,14,,,,,,,431,14
 fSumw[431]=18, x=34440,1]=18,=18,18,,,,,,,432,18
 fSumw[432]=16, x=34520,2]=16,=16,16,,,,,,,433,16
 fSumw[433]=11, x=34600,3]=11,=11,11,,,,,,,434,11
 fSumw[434]=13, x=34680,4]=13,=13,13,,,,,,,435,13
 fSumw[435]=21, x=34760,5]=21,=21,21,,,,,,,436,21
 fSumw[436]=19, x=34840,6]=19,=19,19,,,,,,,437,19
 fSumw[437]=18, x=34920,7]=18,=18,18,,,,,,,438,18
 fSumw[438]=13, x=35000,8]=13,=13,13,,,,,,,439,13
 fSumw[439]=23, x=35080,9]=23,=23,23,,,,,,,440,23
 fSumw[440]=23, x=35160,0]=23,=23,23,,,,,,,441,23
 fSumw[441]=19, x=35240,1]=19,=19,19,,,,,,,442,19
 fSumw[442]=13, x=35320,2]=13,=13,13,,,,,,,443,13
 fSumw[443]=15, x=35400,3]=15,=15,15,,,,,,,444,15
 fSumw[444]=9, x=35480,4]=9,=9,9,,,,,,,445,9
 fSumw[445]=12, x=35560,5]=12,=12,12,,,,,,,446,12
 fSumw[446]=21, x=35640,6]=21,=21,21,,,,,,,447,21
 fSumw[447]=13, x=35720,7]=13,=13,13,,,,,,,448,13
 fSumw[448]=18, x=35800,8]=18,=18,18,,,,,,,449,18
 fSumw[449]=17, x=35880,9]=17,=17,17,,,,,,,450,17
 fSumw[450]=15, x=35960,0]=15,=15,15,,,,,,,451,15
 fSumw[451]=20, x=36040,1]=20,=20,20,,,,,,,452,20
 fSumw[452]=12, x=36120,2]=12,=12,12,,,,,,,453,12
 fSumw[453]=22, x=36200,3]=22,=22,22,,,,,,,454,22
 fSumw[454]=28, x=36280,4]=28,=28,28,,,,,,,455,28
 fSumw[455]=17, x=36360,5]=17,=17,17,,,,,,,456,17
 fSumw[456]=17, x=36440,6]=17,=17,17,,,,,,,457,17
 fSumw[457]=19, x=36520,7]=19,=19,19,,,,,,,458,19
 fSumw[458]=21, x=36600,8]=21,=21,21,,,,,,,459,21
 fSumw[459]=19, x=36680,9]=19,=19,19,,,,,,,460,19
 fSumw[460]=18, x=36760,0]=18,=18,18,,,,,,,461,18
 fSumw[461]=18, x=36840,1]=18,=18,18,,,,,,,462,18
 fSumw[462]=19, x=36920,2]=19,=19,19,,,,,,,463,19
 fSumw[463]=20, x=37000,3]=20,=20,20,,,,,,,464,20
 fSumw[464]=21, x=37080,4]=21,=21,21,,,,,,,465,21
 fSumw[465]=10, x=37160,5]=10,=10,10,,,,,,,466,10
 fSumw[466]=19, x=37240,6]=19,=19,19,,,,,,,467,19
 fSumw[467]=19, x=37320,7]=19,=19,19,,,,,,,468,19
 fSumw[468]=17, x=37400,8]=17,=17,17,,,,,,,469,17
 fSumw[469]=19, x=37480,9]=19,=19,19,,,,,,,470,19
 fSumw[470]=12, x=37560,0]=12,=12,12,,,,,,,471,12
 fSumw[471]=15, x=37640,1]=15,=15,15,,,,,,,472,15
 fSumw[472]=18, x=37720,2]=18,=18,18,,,,,,,473,18
 fSumw[473]=14, x=37800,3]=14,=14,14,,,,,,,474,14
 fSumw[474]=14, x=37880,4]=14,=14,14,,,,,,,475,14
 fSumw[475]=17, x=37960,5]=17,=17,17,,,,,,,476,17
 fSumw[476]=14, x=38040,6]=14,=14,14,,,,,,,477,14
 fSumw[477]=21, x=38120,7]=21,=21,21,,,,,,,478,21
 fSumw[478]=18, x=38200,8]=18,=18,18,,,,,,,479,18
 fSumw[479]=19, x=38280,9]=19,=19,19,,,,,,,480,19
 fSumw[480]=15, x=38360,0]=15,=15,15,,,,,,,481,15
 fSumw[481]=13, x=38440,1]=13,=13,13,,,,,,,482,13
 fSumw[482]=18, x=38520,2]=18,=18,18,,,,,,,483,18
 fSumw[483]=15, x=38600,3]=15,=15,15,,,,,,,484,15
 fSumw[484]=13, x=38680,4]=13,=13,13,,,,,,,485,13
 fSumw[485]=13, x=38760,5]=13,=13,13,,,,,,,486,13
 fSumw[486]=18, x=38840,6]=18,=18,18,,,,,,,487,18
 fSumw[487]=12, x=38920,7]=12,=12,12,,,,,,,488,12
 fSumw[488]=13, x=39000,8]=13,=13,13,,,,,,,489,13
 fSumw[489]=17, x=39080,9]=17,=17,17,,,,,,,490,17
 fSumw[490]=18, x=39160,0]=18,=18,18,,,,,,,491,18
 fSumw[491]=15, x=39240,1]=15,=15,15,,,,,,,492,15
 fSumw[492]=10, x=39320,2]=10,=10,10,,,,,,,493,10
 fSumw[493]=15, x=39400,3]=15,=15,15,,,,,,,494,15
 fSumw[494]=13, x=39480,4]=13,=13,13,,,,,,,495,13
 fSumw[495]=18, x=39560,5]=18,=18,18,,,,,,,496,18
 fSumw[496]=26, x=39640,6]=26,=26,26,,,,,,,497,26
 fSumw[497]=11, x=39720,7]=11,=11,11,,,,,,,498,11
 fSumw[498]=13, x=39800,8]=13,=13,13,,,,,,,499,13
 fSumw[499]=13, x=39880,9]=13,=13,13,,,,,,,500,13
 fSumw[500]=20, x=39960,0]=20,=20,20,,,,,,,501,20
 fSumw[501]=26527, x=40040,1]=26527,=26527,26527,,,,,,,502,26527
