Entries= 35203, Total sum= 15523,,,,,,,,,,,,
 fSumw[283]=19, x=22600,3]=19,=19,19,,,,,,,,284,19
 fSumw[284]=12, x=22680,4]=12,=12,12,,,,,,,,285,12
 fSumw[285]=15, x=22760,5]=15,=15,15,,,,,,,,286,15
 fSumw[286]=21, x=22840,6]=21,=21,21,,,,,,,,287,21
 fSumw[287]=18, x=22920,7]=18,=18,18,,,,,,,,288,18
 fSumw[288]=21, x=23000,8]=21,=21,21,,,,,,,,289,21
 fSumw[289]=18, x=23080,9]=18,=18,18,,,,,,,,290,18
 fSumw[290]=8, x=23160,0]=8,=8,8,,,,,,,,291,8
 fSumw[291]=16, x=23240,1]=16,=16,16,,,,,,,,292,16
 fSumw[292]=13, x=23320,2]=13,=13,13,,,,,,,,293,13
 fSumw[293]=13, x=23400,3]=13,=13,13,,,,,,,,294,13
 fSumw[294]=18, x=23480,4]=18,=18,18,,,,,,,,295,18
 fSumw[295]=17, x=23560,5]=17,=17,17,,,,,,,,296,17
 fSumw[296]=15, x=23640,6]=15,=15,15,,,,,,,,297,15
 fSumw[297]=10, x=23720,7]=10,=10,10,,,,,,,,298,10
 fSumw[298]=12, x=23800,8]=12,=12,12,,,,,,,,299,12
 fSumw[299]=18, x=23880,9]=18,=18,18,,,,,,,,300,18
 fSumw[300]=14, x=23960,0]=14,=14,14,,,,,,,,301,14
 fSumw[301]=15, x=24040,1]=15,=15,15,,,,,,,,302,15
 fSumw[302]=10, x=24120,2]=10,=10,10,,,,,,,,303,10
 fSumw[303]=16, x=24200,3]=16,=16,16,,,,,,,,304,16
 fSumw[304]=16, x=24280,4]=16,=16,16,,,,,,,,305,16
 fSumw[305]=18, x=24360,5]=18,=18,18,,,,,,,,306,18
 fSumw[306]=20, x=24440,6]=20,=20,20,,,,,,,,307,20
 fSumw[307]=11, x=24520,7]=11,=11,11,,,,,,,,308,11
 fSumw[308]=16, x=24600,8]=16,=16,16,,,,,,,,309,16
 fSumw[309]=13, x=24680,9]=13,=13,13,,,,,,,,310,13
 fSumw[310]=12, x=24760,0]=12,=12,12,,,,,,,,311,12
 fSumw[311]=15, x=24840,1]=15,=15,15,,,,,,,,312,15
 fSumw[312]=13, x=24920,2]=13,=13,13,,,,,,,,313,13
 fSumw[313]=11, x=25000,3]=11,=11,11,,,,,,,,314,11
 fSumw[314]=9, x=25080,4]=9,=9,9,,,,,,,,315,9
 fSumw[315]=21, x=25160,5]=21,=21,21,,,,,,,,316,21
 fSumw[316]=14, x=25240,6]=14,=14,14,,,,,,,,317,14
 fSumw[317]=19, x=25320,7]=19,=19,19,,,,,,,,318,19
 fSumw[318]=13, x=25400,8]=13,=13,13,,,,,,,,319,13
 fSumw[319]=15, x=25480,9]=15,=15,15,,,,,,,,320,15
 fSumw[320]=7, x=25560,0]=7,=7,7,,,,,,,,321,7
 fSumw[321]=16, x=25640,1]=16,=16,16,,,,,,,,322,16
 fSumw[322]=8, x=25720,2]=8,=8,8,,,,,,,,323,8
 fSumw[323]=15, x=25800,3]=15,=15,15,,,,,,,,324,15
 fSumw[324]=7, x=25880,4]=7,=7,7,,,,,,,,325,7
 fSumw[325]=13, x=25960,5]=13,=13,13,,,,,,,,326,13
 fSumw[326]=18, x=26040,6]=18,=18,18,,,,,,,,327,18
