1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	0
23	5
24	3
25	6
26	19
27	22
28	18
29	28
30	21
31	12
32	11
33	14
34	7
35	2
36	1
37	4
38	3
39	17
40	22
41	33
42	55
43	97
44	136
45	183
46	268
47	303
48	386
49	442
50	492
51	562
52	696
53	707
54	761
55	759
56	720
57	676
58	643
59	542
60	443
61	401
62	363
63	311
64	244
65	224
66	200
67	203
68	176
69	178
70	178
71	159
72	145
73	140
74	123
75	129
76	146
77	151
78	115
79	130
80	112
81	99
82	108
83	94
84	98
85	74
86	89
87	92
88	88
89	84
90	57
91	59
92	51
93	55
94	73
95	71
96	65
97	50
98	58
99	54
100	52
101	40
102	49
103	52
104	43
105	40
106	53
107	52
108	56
109	58
110	45
111	46
112	43
113	47
114	43
115	48
116	39
117	53
118	45
119	34
120	39
121	50
122	51
123	35
124	49
125	34
126	48
127	46
128	32
129	43
130	21
131	37
132	43
133	39
134	28
135	35
136	36
137	35
138	28
139	32
140	37
141	29
142	35
143	22
144	26
145	34
146	36
147	37
148	34
149	30
150	38
151	25
152	32
153	41
154	36
155	28
156	28
157	37
158	29
159	43
160	30
161	23
162	27
163	26
164	36
165	38
166	27
167	36
168	36
169	27
170	37
171	36
172	29
173	40
174	23
175	17
176	34
177	28
178	30
179	27
180	34
181	20
182	27
183	29
184	41
185	28
186	24
187	34
188	21
189	31
190	17
191	26
192	30
193	22
194	24
195	21
196	32
197	25
198	23
199	36
200	32
201	20
202	25
203	30
204	24
205	28
206	20
207	32
208	20
209	28
210	20
211	25
212	36
213	38
214	28
215	27
216	30
217	24
218	28
219	32
220	29
221	25
222	26
223	27
224	26
225	26
226	26
227	31
228	19
229	23
230	22
231	24
232	24
233	21
234	27
235	23
236	18
237	34
238	28
239	18
240	28
241	29
242	28
243	23
244	24
245	22
246	28
247	18
248	12
249	17
250	29
251	27
252	17
253	26
254	24
255	29
256	24
257	26
258	27
259	23
260	32
261	31
262	25
263	19
264	13
265	33
266	18
267	23
268	29
269	26
270	24
271	24
272	17
273	26
274	16
275	24
276	27
277	25
278	29
279	17
280	26
281	20
282	23
283	28
284	29
285	28
286	21
287	19
288	17
289	24
290	28
291	28
292	17
293	20
294	24
295	23
296	25
297	17
298	17
299	22
300	26
301	23
302	27
303	21
304	20
305	25
306	17
307	26
308	20
309	21
310	25
311	24
312	14
313	23
314	25
315	20
316	22
317	20
318	22
319	22
320	27
321	24
322	23
323	22
324	12
325	22
326	16
327	24
328	14
329	14
330	15
331	26
332	22
333	25
334	23
335	17
336	20
337	17
338	22
339	27
340	19
341	19
342	19
343	24
344	16
345	17
346	19
347	17
348	20
349	20
350	20
351	14
352	21
353	19
354	26
355	17
356	15
357	15
358	20
359	18
360	19
361	15
362	12
363	15
364	20
365	25
366	21
367	24
368	15
369	15
370	16
371	20
372	22
373	16
374	13
375	20
376	19
377	21
378	17
379	8
380	16
381	20
382	30
383	19
384	25
385	21
386	17
387	20
388	19
389	18
390	11
391	18
392	13
393	20
394	11
395	17
396	18
397	17
398	11
399	22
400	14
401	15
402	14
403	22
404	15
405	13
406	26
407	27
408	23
409	21
410	27
411	11
412	18
413	20
414	13
415	11
416	12
417	15
418	24
419	14
420	15
421	20
422	18
423	14
424	19
425	18
426	13
427	23
428	18
429	21
430	9
431	14
432	18
433	16
434	11
435	13
436	21
437	19
438	18
439	13
440	23
441	23
442	19
443	13
444	15
445	9
446	12
447	21
448	13
449	18
450	17
451	15
452	20
453	12
454	22
455	28
456	17
457	17
458	19
459	21
460	19
461	18
462	18
463	19
464	20
465	21
466	10
467	19
468	19
469	17
470	19
471	12
472	15
473	18
474	14
475	14
476	17
477	14
478	21
479	18
480	19
481	15
482	13
483	18
484	15
485	13
486	13
487	18
488	12
489	13
490	17
491	18
492	15
493	10
494	15
495	13
496	18
497	26
498	11
499	13
500	13
501	20
502	26527
