40	0
40	0
120	0
200	0
280	0
360	0
440	0
520	0
600	0
680	0
760	0
840	0
920	0
1000	0
1080	0
1160	0
1240	0
1320	0
1400	0
1480	0
1560	0
1640	0
1720	2
1800	1
1880	1
1960	3
2040	5
2120	4
2200	5
2280	11
2360	9
2440	8
2520	8
2600	10
2680	5
2760	2
2840	4
2920	6
3000	3
3080	8
3160	3
3240	4
3320	6
3400	4
3480	7
3560	5
3640	11
3720	13
3800	11
3880	15
3960	19
4040	19
4120	11
4200	21
4280	37
4360	47
4440	47
4520	60
4600	73
4680	63
4760	63
4840	65
4920	98
5000	111
5080	90
5160	147
5240	137
5320	142
5400	190
5480	173
5560	173
5640	169
5720	187
5800	202
5880	167
5960	182
6040	200
6120	207
6200	203
6280	205
6360	199
6440	195
6520	186
6600	174
6680	159
6760	175
6840	134
6920	143
7000	150
7080	141
7160	132
7240	110
7320	116
7400	109
7480	107
7560	78
7640	96
7720	106
7800	89
7880	74
7960	69
8040	67
8120	58
8200	61
8280	65
8360	60
8440	50
8520	44
8600	56
8680	56
8760	52
8840	44
8920	50
9000	50
9080	41
9160	44
9240	32
9320	43
9400	39
9480	35
9560	45
9640	27
9720	27
9800	34
9880	30
9960	34
10040	34
10120	36
10200	28
10280	31
10360	32
10440	26
10520	37
10600	17
10680	27
10760	22
10840	37
10920	17
11000	30
11080	24
11160	16
11240	22
11320	25
11400	30
11480	32
11560	18
11640	26
11720	25
11800	21
11880	25
11960	28
12040	23
12120	21
12200	21
12280	26
12360	22
12440	20
12520	19
12600	11
12680	21
12760	18
12840	15
12920	18
13000	12
13080	27
13160	16
13240	11
13320	21
13400	21
13480	21
13560	14
13640	14
13720	13
13800	19
13880	12
13960	19
14040	21
14120	20
14200	13
14280	14
14360	14
14440	19
14520	24
14600	17
14680	25
14760	16
14840	14
14920	7
15000	18
15080	19
15160	13
15240	13
15320	14
15400	13
15480	10
15560	17
15640	17
15720	15
15800	20
15880	23
15960	12
16040	18
16120	14
16200	12
16280	14
16360	20
16440	14
16520	15
16600	13
16680	13
16760	18
16840	12
16920	13
17000	9
17080	10
17160	14
17240	9
17320	9
17400	15
17480	16
17560	16
17640	14
17720	14
17800	14
17880	12
17960	14
18040	11
18120	16
18200	16
18280	13
18360	19
18440	16
18520	13
18600	7
18680	18
18760	13
18840	13
18920	17
19000	16
19080	13
19160	9
19240	10
19320	13
19400	9
19480	10
19560	13
19640	10
19720	9
19800	17
19880	11
19960	12
20040	13
20120	13
20200	16
20280	13
20360	16
20440	8
20520	13
20600	13
20680	10
20760	8
20840	13
20920	13
21000	17
21080	18
21160	20
21240	20
21320	12
21400	22
21480	9
21560	11
21640	19
21720	11
21800	16
21880	20
21960	13
22040	14
22120	18
22200	10
22280	10
22360	8
22440	10
22520	15
22600	13
22680	14
22760	14
22840	9
22920	7
23000	13
23080	8
23160	14
23240	10
23320	5
23400	14
23480	8
23560	11
23640	12
23720	16
23800	14
23880	13
23960	12
24040	12
24120	10
24200	7
24280	13
24360	8
24440	11
24520	9
24600	15
24680	14
24760	9
24840	11
24920	13
25000	10
25080	9
25160	14
25240	11
25320	15
25400	9
25480	11
25560	8
25640	13
25720	19
25800	8
25880	12
25960	10
26040	15
26120	7
26200	8
26280	17
26360	9
26440	10
26520	16
26600	10
26680	18
26760	18
26840	5
26920	18
27000	12
27080	8
27160	8
27240	9
27320	10
27400	12
27480	10
27560	14
27640	7
27720	10
27800	11
27880	15
27960	14
28040	2
28120	15
28200	9
28280	13
28360	8
28440	12
28520	9
28600	5
28680	12
28760	14
28840	15
28920	12
29000	6
29080	16
29160	10
29240	8
29320	8
29400	11
29480	6
29560	7
29640	9
29720	9
29800	9
29880	8
29960	12
30040	13
30120	10
30200	9
30280	18
30360	7
30440	19
30520	7
30600	9
30680	11
30760	11
30840	10
30920	13
31000	10
31080	8
31160	19
31240	12
31320	13
31400	11
31480	16
31560	13
31640	8
31720	15
31800	17
31880	10
31960	6
32040	14
32120	19
32200	15
32280	8
32360	13
32440	9
32520	10
32600	12
32680	9
32760	14
32840	9
32920	6
33000	14
33080	11
33160	7
33240	13
33320	17
33400	9
33480	14
33560	7
33640	11
33720	11
33800	10
33880	8
33960	7
34040	12
34120	4
34200	7
34280	14
34360	11
34440	11
34520	11
34600	12
34680	12
34760	11
34840	7
34920	11
35000	13
35080	9
35160	15
35240	9
35320	14
35400	12
35480	7
35560	11
35640	7
35720	8
35800	9
35880	13
35960	9
36040	9
36120	11
36200	9
36280	7
36360	10
36440	5
36520	8
36600	10
36680	9
36760	12
36840	14
36920	8
37000	13
37080	8
37160	6
37240	10
37320	12
37400	16
37480	4
37560	10
37640	4
37720	7
37800	8
37880	11
37960	9
38040	8
38120	7
38200	7
38280	6
38360	8
38440	6
38520	8
38600	11
38680	10
38760	7
38840	8
38920	4
39000	8
39080	10
39160	16
39240	8
39320	15
39400	7
39480	6
39560	9
39640	6
39720	8
39800	11
39880	11
39960	11
40040	16388
