40	0
40	1
120	2
200	3
280	4
360	5
440	6
520	7
600	8
680	9
760	10
840	11
920	12
1000	13
1080	14
1160	15
1240	16
1320	17
1400	18
1480	19
1560	20
1640	21
1720	22
1800	23
1880	24
1960	25
2040	26
2120	27
2200	28
2280	29
2360	30
2440	31
2520	32
2600	33
2680	34
2760	35
2840	36
2920	37
3000	38
3080	39
3160	40
3240	41
3320	42
3400	43
3480	44
3560	45
3640	46
3720	47
3800	48
3880	49
3960	50
4040	51
4120	52
4200	53
4280	54
4360	55
4440	56
4520	57
4600	58
4680	59
4760	60
4840	61
4920	62
5000	63
5080	64
5160	65
5240	66
5320	67
5400	68
5480	69
5560	70
5640	71
5720	72
5800	73
5880	74
5960	75
6040	76
6120	77
6200	78
6280	79
6360	80
6440	81
6520	82
6600	83
6680	84
6760	85
6840	86
6920	87
7000	88
7080	89
7160	90
7240	91
7320	92
7400	93
7480	94
7560	95
7640	96
7720	97
7800	98
7880	99
7960	100
8040	101
8120	102
8200	103
8280	104
8360	105
8440	106
8520	107
8600	108
8680	109
8760	110
8840	111
8920	112
9000	113
9080	114
9160	115
9240	116
9320	117
9400	118
9480	119
9560	120
9640	121
9720	122
9800	123
9880	124
9960	125
10040	126
10120	127
10200	128
10280	129
10360	130
10440	131
10520	132
10600	133
10680	134
10760	135
10840	136
10920	137
11000	138
11080	139
11160	140
11240	141
11320	142
11400	143
11480	144
11560	145
11640	146
11720	147
11800	148
11880	149
11960	150
12040	151
12120	152
12200	153
12280	154
12360	155
12440	156
12520	157
12600	158
12680	159
12760	160
12840	161
12920	162
13000	163
13080	164
13160	165
13240	166
13320	167
13400	168
13480	169
13560	170
13640	171
13720	172
13800	173
13880	174
13960	175
14040	176
14120	177
14200	178
14280	179
14360	180
14440	181
14520	182
14600	183
14680	184
14760	185
14840	186
14920	187
15000	188
15080	189
15160	190
15240	191
15320	192
15400	193
15480	194
15560	195
15640	196
15720	197
15800	198
15880	199
15960	200
16040	201
16120	202
16200	203
16280	204
16360	205
16440	206
16520	207
16600	208
16680	209
16760	210
16840	211
16920	212
17000	213
17080	214
17160	215
17240	216
17320	217
17400	218
17480	219
17560	220
17640	221
17720	222
17800	223
17880	224
17960	225
18040	226
18120	227
18200	228
18280	229
18360	230
18440	231
18520	232
18600	233
18680	234
18760	235
18840	236
18920	237
19000	238
19080	239
19160	240
19240	241
19320	242
19400	243
19480	244
19560	245
19640	246
19720	247
19800	248
19880	249
19960	250
20040	251
20120	252
20200	253
20280	254
20360	255
20440	256
20520	257
20600	258
20680	259
20760	260
20840	261
20920	262
21000	263
21080	264
21160	265
21240	266
21320	267
21400	268
21480	269
21560	270
21640	271
21720	272
21800	273
21880	274
21960	275
22040	276
22120	277
22200	278
22280	279
22360	280
22440	281
22520	282
22600	283
22680	284
22760	285
22840	286
22920	287
23000	288
23080	289
23160	290
23240	291
23320	292
23400	293
23480	294
23560	295
23640	296
23720	297
23800	298
23880	299
23960	300
24040	301
24120	302
24200	303
24280	304
24360	305
24440	306
24520	307
24600	308
24680	309
24760	310
24840	311
24920	312
25000	313
25080	314
25160	315
25240	316
25320	317
25400	318
25480	319
25560	320
25640	321
25720	322
25800	323
25880	324
25960	325
26040	326
26120	327
26200	328
26280	329
26360	330
26440	331
26520	332
26600	333
26680	334
26760	335
26840	336
26920	337
27000	338
27080	339
27160	340
27240	341
27320	342
27400	343
27480	344
27560	345
27640	346
27720	347
27800	348
27880	349
27960	350
28040	351
28120	352
28200	353
28280	354
28360	355
28440	356
28520	357
28600	358
28680	359
28760	360
28840	361
28920	362
29000	363
29080	364
29160	365
29240	366
29320	367
29400	368
29480	369
29560	370
29640	371
29720	372
29800	373
29880	374
29960	375
30040	376
30120	377
30200	378
30280	379
30360	380
30440	381
30520	382
30600	383
30680	384
30760	385
30840	386
30920	387
31000	388
31080	389
31160	390
31240	391
31320	392
31400	393
31480	394
31560	395
31640	396
31720	397
31800	398
31880	399
31960	400
32040	401
32120	402
32200	403
32280	404
32360	405
32440	406
32520	407
32600	408
32680	409
32760	410
32840	411
32920	412
33000	413
33080	414
33160	415
33240	416
33320	417
33400	418
33480	419
33560	420
33640	421
33720	422
33800	423
33880	424
33960	425
34040	426
34120	427
34200	428
34280	429
34360	430
34440	431
34520	432
34600	433
34680	434
34760	435
34840	436
34920	437
35000	438
35080	439
35160	440
35240	441
35320	442
35400	443
35480	444
35560	445
35640	446
35720	447
35800	448
35880	449
35960	450
36040	451
36120	452
36200	453
36280	454
36360	455
36440	456
36520	457
36600	458
36680	459
36760	460
36840	461
36920	462
37000	463
37080	464
37160	465
37240	466
37320	467
37400	468
37480	469
37560	470
37640	471
37720	472
37800	473
37880	474
37960	475
38040	476
38120	477
38200	478
38280	479
38360	480
38440	481
38520	482
38600	483
38680	484
38760	485
38840	486
38920	487
39000	488
39080	489
39160	490
39240	491
39320	492
39400	493
39480	494
39560	495
39640	496
39720	497
39800	498
39880	499
39960	500
40040	501
